,1,2,3,4,5,6,7,8,9
1306,9:00p,Oklahoma City Thunder,77,San Antonio Spurs,112,Box Score,,"18,581",
1307,8:30p,Indiana Pacers,87,Miami Heat,99,Box Score,,"20,025",
1308,8:30p,San Antonio Spurs,97,Oklahoma City Thunder,106,Box Score,,"18,203",
1309,8:30p,Indiana Pacers,90,Miami Heat,102,Box Score,,"19,874",
1310,9:00p,San Antonio Spurs,92,Oklahoma City Thunder,105,Box Score,,"18,203",
1311,8:30p,Miami Heat,90,Indiana Pacers,93,Box Score,,"18,165",
1312,9:00p,Oklahoma City Thunder,89,San Antonio Spurs,117,Box Score,,"18,581",
1313,8:30p,Indiana Pacers,92,Miami Heat,117,Box Score,,"20,021",
1314,8:30p,San Antonio Spurs,112,Oklahoma City Thunder,107,Box Score,OT,"18,203",
1315,9:00p,Miami Heat,95,San Antonio Spurs,110,Box Score,,"18,581",
1316,8:00p,Miami Heat,98,San Antonio Spurs,96,Box Score,,"18,581",
1317,9:00p,San Antonio Spurs,111,Miami Heat,92,Box Score,,"19,900",
1318,9:00p,San Antonio Spurs,107,Miami Heat,86,Box Score,,"19,900",
1319,8:00p,Miami Heat,87,San Antonio Spurs,104,Box Score,,"18,581",
